1137,steel hauberk,11,鎧甲師(armorer),steel anvil v,7900,*heavy helmet:1;iron ore:7;steel rods:5;oil:6;,中,重盔(heavy helmets),war mask x 68 → steel hauberk,steel hauberk x 40 → paladin's helmet;steel hauberk x 80 → transmundane full helmet
1138,transmundane full helmet,16,鎧甲師(armorer),mithril anvil iv,16000,mithril lumps:4;iron ore:9;steel rods:4;oil:8;,長,重盔(heavy helmets),steel hauberk x80 → transmundane full helmet,transmundane full helmet x96 → ancient helmet
1139,war mask,10,鎧甲師(armorer),steel anvil iv,5300,iron ore:6;steel rods:4;oil:5;,中,重盔(heavy helmets),blessed helm x 68 → war mask,war mask x 68 → steel hauberk
1140,wrathful face,19,鎧甲師(armorer),mithril anvil v,350000,full helmet:10;war mask:6;dragon scale:1;mithril lumps:5;crystals:4;gems:2;,長,重盔(heavy helmets),ancient helmet x120 → wrathful face;wrathful face,0
1141,bone helmet,3,皮甲師(leather-worker),cutting table iii,230,wood:4;raw leather:4;,快速,頭盔(helmets),*leather helmet x20 → *bone helmet,*bone helmet x32 → shiny helmet
1142,captain's helmet,11,皮甲師(leather-worker),good cutting table v,6200,steel rods:6;raw leather:8;fabric:5;elfwood sticks:6;,短,頭盔(helmets),*gladiator's helmet x80 → *captain's helmet,captain's helmet x64 → grim reaper;captain's helmet x100 → elven commander
1143,demon helmet,7,皮甲師(leather-worker),good cutting table ii,22000,elfwood sticks:4;iron ore:5;raw leather:3;demon horn:1;,短,頭盔(helmets),viking helmet x48 → demon helmet;demon helmet,0
1144,elven commander,15,皮甲師(leather-worker),fine cutting table iii,42000,*captain's helmet:1;mithril lumps:5;crystals:5;raw leather:5;phoenix feather:1;,長,頭盔(helmets),*captain's helmet x100 → elven commander,elven commander x32 → opal helmet
1145,evil shogun,19,皮甲師(leather-worker),fine cutting table iv,570000,soldier's helmet:5;shadow essence:2;evil scroll:2;mithril lumps:8;raw leather:8;ironwood:8;,長,頭盔(helmets),opal helmet x64 → evil shogun;evil shogun,0
1146,gladiator's helmet,10,皮甲師(leather-worker),good cutting table iv,2400,steel rods:3;fabric:3;raw leather:6;elfwood sticks:3;,快速,頭盔(helmets),*soldier's helmet x84 → *gladiator's helmet,*gladiator's helmet x60 → mask of fear;*gladiator's helmet x80 → *captain's helmet
1147,grim reaper,12,皮甲師(leather-worker),fine cutting table i,130000,*leather helmet:10;shadow essence:1;steel rods:5;dyes:5;,中,頭盔(helmets),captain's helmet x64 → grim reaper;grim reaper,0
1148,leather helmet,1,皮甲師(leather-worker),cutting table i,140,wood:3;raw leather:3;,快速,頭盔(helmets),*soft gloves x12 → *leather helmet,*leather helmet x20 → *bone helmet
1149,mask of fear,7,附魔師(enchanter),spacious table iii,100000,*bone helmet:5;*war mask:1;roaring powder:1;steel rods:5;raw leather:8;,短,頭盔(helmets),*gladiator's helmet x60 → mask of fear;mask of fear,0
1150,opal helmet,17,皮甲師(leather-worker),fine cutting table v,380000,*gladiator's helmet:3;mithril lumps:5;gems:3;ironwood:3;divine leaf:1;,快速,頭盔(helmets),elven commander x32 → opal helmet,opal helmet x64 → evil shogun
1151,shiny helmet,5,皮甲師(leather-worker),cutting table iv,280,wood:2;elfwood sticks:2;,快速,頭盔(helmets),*bone helmet x32 → shiny helmet,shiny helmet x48 → viking helmet
1152,silver helmet,17,皮甲師(leather-worker),fine cutting table v,68000,mithril lumps:10;gems:10;*soldier's helmet:3;iron ore:10;raw leather:10;,中,頭盔(helmets),成就：land owner 5(擴店至最大);silver helmet,*soldier's helmet x84 → *gladiator's helmet
1153,soldier's helmet,8,皮甲師(leather-worker),good cutting table ii,940,steel rods:2;elfwood sticks:1;fabric:2;,短,頭盔(helmets),viking helmet x64 → *soldier's helmet,*soldier's helmet x84 → *gladiator's helmet
1154,viking helmet,6,皮甲師(leather-worker),good cutting table i,560,elfwood sticks:3;iron ore:2;raw leather:2;,短,頭盔(helmets),shiny helmet x48 → viking helmet,viking helmet x48 → demon helmet;viking helmet x64 → *soldier's helmet
1155,abolishing mace,15,木匠(carpenter),quality sawbench iii,18000,soldier's mace:2;elfwood sticks:8;ironwood:8;steel rods:6;mithril lumps:3;gems:2;,中,錘(maces),simon's whip *88 → abolishing mace,abolishing mace *60 → demon worshipper;abolishing mace *96 → deathbringer
1156,biomace,14,附魔師(enchanter),luxurious table v,95000,steel mace:1;moon stone:1;elfwood sticks:2;oil:2;,中,錘(maces),crushing fist x52 → biomace;biomace,0
1157,club,1,店長(shopkeeper),work table i,25,wood:1;,快速,錘(maces),dark paladin hammer x 68 → crushing fist,club *12 → wooden buckler
1158,crushing bludgeon,1,木匠(carpenter),sawbench i,60,wood:2;,快速,錘(maces),dark paladin hammer x 68 → crushing fist,crushing bludgeon x 12 → iron spear;crushing bludgeon x 20 → hammer
1159,crushing fist,11,木匠(carpenter),sturdy sawbench v,5800,wood:10;elfwood sticks:10;iron ore:5;steel rods:4;,中,錘(maces),dark paladin hammer x 68 → crushing fist,crushing fist *52 → biomace;crushing fist *80 → war priest's mace
1160,crushing sledgehammer,6,木匠(carpenter),sturdy sawbench i,6000,sledgehammer:1;volcanic rock:1;elfwood sticks:4;,中,錘(maces),flail x 32 → crushing sledgehammer;crushing sledgehammer,0
1161,dark paladin hammer,10,木匠(carpenter),sturdy sawbench iv,4600,wood:8;elfwood sticks:6;steel rods:3;oil:3;,中,錘(maces),skull crusher x 68 → dark paladin hammer,dark paladin hammer x 68 → crushing fist
1162,deathbringer,16,木匠(carpenter),quality sawbench iv,22000,elfwood sticks:8;ironwood:6;mithril lumps:5;gems:5;wood:8;iron ore:8;,長,錘(maces),abolishing mace *96 → deathbringer,deathbringer *96 → planet smasher
1163,demon worshipper,15,木匠(carpenter),quality sawbench iii,170000,skull crusher:1;rage token:1;demon horn:1;ironwood:6;gems:4;,中,錘(maces),abolishing mace *60 → demon worshipper;demon worshipper,dragon tooth *120 → dragon skull
1164,dragon skull,20,木匠(carpenter),quality sawbench v,1250000,dragon tooth:1;crushing bludgeon:5;dragon scale:3;ironwood:12;mithril lumps:8;gems:4;,中,錘(maces),dragon tooth *120 → dragon skull;dragon skull,dragon tooth *120 → dragon skull
1165,dragon tooth,19,木匠(carpenter),quality sawbench v,240000,sledgehammer:5;dragon scale:1;ironwood:4;mithril lumps:3;gems:3;,超長,錘(maces),planet smasher *112 → dragon tooth,dragon tooth *120 → dragon skull
1166,flail,6,木匠(carpenter),sawbench v,790,wood:8;elfwood sticks:3;iron ore:2;,短,錘(maces),thorn mace x 60 → flail,flail x 32 → crushing sledgehammer;flail x 68 → steel mace
1167,great mace,7,店長(shopkeeper),spacious table ii,9600,wood:15;elfwood sticks:10;steel rods:8;soldier's mace:5;,長,錘(maces),成就：learned 3(獲得100個配方);great mace,0
1168,hammer,2,木匠(carpenter),sawbench ii,105,wood:3;iron ore:1;,快速,錘(maces),crushing bludgeon x 20 → hammer,hammer x 32 → sledgehammer
1169,orange hammer,9,木匠(carpenter),sturdy sawbench iii,1900,wood:6;elfwood sticks:5;steel rods:2;,短,錘(maces),steel mace x 60 → orange hammer,orange hammer x 60 → skull crusher
1170,planet smasher,18,木匠(carpenter),quality sawbench v,27000,thorn mace:2;elfwood sticks:9;ironwood:8;steel rods:6;gems:5;iron ore:12;,超長,錘(maces),deathbringer *96 → planet smasher,planet smasher *112 → dragon tooth
1171,post maul,3,木匠(carpenter),sawbench iii,1600,wood:3;iron ore:3;acid:1;,快速,錘(maces),sledgehammer x 15 → post maul;post maul,0
1172,simon's whip,14,木匠(carpenter),quality sawbench ii,14000,ironwood:6;steel rods:5;gems:4;wood:10;elfwood sticks:8;,中,錘(maces),transmundane hammer *80 → simon's whip,simon's whip *88 → abolishing mace
1173,skull crusher,9,木匠(carpenter),sturdy sawbench iii,2800,wood:6;elfwood sticks:5;steel rods:2;oil:2;,中,錘(maces),orange hammer x 60 → skull crusher,skull crusher x 68 → dark paladin hammer
1174,sledgehammer,3,木匠(carpenter),sawbench iii,190,wood:5;iron ore:2;,快速,錘(maces),hammer x 32 → sledgehammer,sledgehammer x 15 → post maul;sledgehammer x 32 → soldier's mace
1175,soldier's mace,4,木匠(carpenter),sawbench iii,290,wood:7;iron ore:2;,短,錘(maces),sledgehammer x 32 → soldier's mace,soldier's mace x 48 → thorn mace
1176,spiked mace,2,店長(shopkeeper),work table iii,370,wood:6;iron ore:4;,快速,錘(maces),購買elite membership,spiked mace x 35 → elfwood pole-axe
1177,steel mace,7,木匠(carpenter),sturdy sawbench ii,1200,wood:4;elfwood sticks:3;steel rods:2;,短,錘(maces),flail x 68 → steel mace,steel mace x 60 → orange hammer
1178,thorn mace,5,木匠(carpenter),sawbench iv,415,wood:5;elfwood sticks:2;iron ore:1;,短,錘(maces),soldier's mace x 48 → thorn mace,thorn mace x 60 → flail
1179,transmundane hammer,14,木匠(carpenter),quality sawbench ii,11000,elfwood sticks:6;ironwood:4;mithril lumps:3;oil:6;,長,錘(maces),war priest's mace *68 → transmundane hammer,transmundane hammer *80 → simon's whip
1180,war priest's mace,12,木匠(carpenter),quality sawbench i,6800,dark paladin hammer:1;elfwood sticks:4;ironwood:2;,快速,錘(maces),0,war priest's mace *68 → transmundane hammer
1181,barbarian chief armor,5,皮甲師(leather-worker),cutting table iv,770,*fur armor:1;iron ore:3;dyes:3;,中,中型護甲(medium armor),*gambeson x60 → *barbarian chief armor,*barbarian chief armor x72 → cow leather armor
1182,comfortable vest,15,皮甲師(leather-worker),fine cutting table iii,23000,*scholar's mark:2;fabric:10;oil:6;gems:4;raw leather:1;,中,中型護甲(medium armor),reign coat x112 → comfortable vest,comfortable vest x120 → *samurai's armor
1183,cow leather armor,6,皮甲師(leather-worker),cutting table v,940,*gambeson:1;raw leather:1;,短,中型護甲(medium armor),*barbarian chief armor x72 → cow leather armor,cow leather armor x100 → *perfect leather
1184,divine leather,14,店長(shopkeeper),luxurios table i,230000,raw leather:10;fabric:6;gems:3;divine leaf:1;,長,中型護甲(medium armor),成就：tanner 3(獲得30個皮甲師配方);divine leather,0
1185,dragon leather,14,皮甲師(leather-worker),good cutting table v,430000,raw leather:5;dragon scale:2;,長,中型護甲(medium armor),yeti armor x32 → dragon leather;dragon leather,0
1186,elven brigandine,12,皮甲師(leather-worker),cutting table i,11000,*gambeson:3;raw leather:8;crystals:3;mithril lumps:3;,中,中型護甲(medium armor),*plated leather armor x80 → elven brigandine,elven brigandine x96 → reign coat
1187,evasive armor,10,皮甲師(leather-worker),good cutting table iv,82000,*perfect leather:1;golden silk:1;,快速,中型護甲(medium armor),*plated leather armor x40 → evasive armor,evasive armor x32 → yeti armor
1188,fur armor,1,皮甲師(leather-worker),cutting table i,110,raw leather:3;iron ore:2;,快速,中型護甲(medium armor),*fur boots x12 → *fur armor,*fur armor x20 → *leather cuirass
1189,gambeson,5,皮甲師(leather-worker),cutting table iv,610,raw leather:6;wood:4;dyes:2;,快速,中型護甲(medium armor),padded leather armor x60 → *gambeson,*gambeson x60 → *barbarian chief armor
1190,leather cuirass,2,皮甲師(leather-worker),cutting table ii,210,raw leather:4;wood:2;fabric:1;,快速,中型護甲(medium armor),*fur armor x20 → *leather cuirass,*leather cuirass x32 → *studded leather armor
1191,noble leather,8,皮甲師(leather-worker),good cutting table ii,1500,*leather cuirass:2;fabric:3;dyes:2;,中,中型護甲(medium armor),*perfect leather x100 → noble leather,noble leather x128 → *plated leather armor
1192,padded leather armor,4,皮甲師(leather-worker),cutting table iii,465,raw leather:8;wood:5;,短,中型護甲(medium armor),*studded leather armor x48 → padded leather armor,padded leather armor x28 → soft leather armor;padded leather armor x60 → *gambeson
1193,perfect leather,7,皮甲師(leather-worker),good cutting table ii,1300,raw leather:5;fabric:4;dyes:3;,短,中型護甲(medium armor),cow leather armor x100 → *perfect leather,*perfect leather x100 → noble leather
1194,plated leather armor,9,皮甲師(leather-worker),good cutting table iii,2600,*studded leather armor:1;steel rods:1;fabric:1;iron ore:1;,短,中型護甲(medium armor),noble leather x128 → *plated leather armor,*plated leather armor x40 → evasive armor;*plated leather armor x80 → elven brigandine
1195,reign coat,14,皮甲師(leather-worker),fine cutting table ii,15000,*lord's robe:1;fabric:8;gems:3;mithril lumps:2;raw leather:6;,中,中型護甲(medium armor),elven brigandine x96 → reign coat,reign coat x112 → comfortable vest
1196,samurai's armor,18,皮甲師(leather-worker),fine cutting table iv,330000,*plated leather armor:4;fabric:10;raw leather:10;steel rods:8;mithril lumps:6;golden silk:2;,中,中型護甲(medium armor),comfortable vest x120 → *samurai's armor,*samurai's armor x128 → warrior's omen
1197,soft leather armor,4,皮甲師(leather-worker),cutting table iv,4000,raw leather:5;wood:5;faery's tear:1;,中,中型護甲(medium armor),padded leather armor x28 → soft leather armor;soft leather armor,*studded leather armor x48 → padded leather armor
1198,studded leather armor,3,皮甲師(leather-worker),cutting table ii,325,raw leather:5;iron ore:5;,中,中型護甲(medium armor),*leather cuirass x32 → *studded leather armor,*studded leather armor x48 → padded leather armor
1199,warrior's omen,20,皮甲師(leather-worker),fine cutting table v,690000,samurai's armor:1;perfect leather:5;shadow essence:1;steel rods:10;mithril lumps:6;raw leather:4;,長,中型護甲(medium armor),*samurai's armor x128 → warrior's omen;warrior's omen,0
1200,yeti armor,9,附魔師(enchanter),spacious table iv,130000,barbarian chief armor:3;eternal ice:1;roaring powder:1;,短,中型護甲(medium armor),evasive armor x32 → yeti armor,yeti armor x32 → dragon leather
1201,angelic tiara,16,裁縫師(tailor),fine cutting table iv,20000,*circlet:2;iron ore:10;steel rods:6;mithril lumps:4;crystals:5;glass:8;,長,帽子(hats),streamlined conscience x96 → *angelic tiara,*angelic tiara x112 → demonic tiara
1202,apprentice's hat,2,裁縫師(tailor),cutting table ii,245,fabric:3;raw leather:1;,快速,帽子(hats),circlet x 20 → apprentice's hat,apprentice's hat x 32 → monk hat
1203,blazing hat,10,裁縫師(tailor),good cutting table iv,3800,fabric:8;raw leather:8;dyes:7;,中,帽子(hats),elemental top x 48 → blazing hat,blazing hat x 52 → frozen feather;blazing hat x 76 → siren hat
1204,circlet,1,裁縫師(tailor),cutting table i,60,wood:3;,快速,帽子(hats),sandals x 12 → circlet,circlet x 20 → apprentice's hat
1205,cleric's hat,4,裁縫師(tailor),cutting table iii,750,fabric:5;dyes:2;,短,帽子(hats),monk hat x 48 → cleric's hat,cleric's hat x 32 → noble tiara;cleric's hat x 60 → feathered hat
1206,demonic tiara,15,裁縫師(tailor),fine cutting table v,68000,demon horn:1;*circlet:10;*talisman of fear:1;mithril lumps:4;crystals:4;,長,帽子(hats),angelic tiara x112 → demonic tiara,demonic tiara x128 → electrifying tiara
1207,electrifying tiara,19,裁縫師(tailor),fine cutting table v,360000,angelic tiara:2;rising sun:1;steel rods:8;mithril lumps:4;crystals:4;,超長,帽子(hats),demonic tiara x128 → electrifying tiara;electrifying tiara,elemental top x 48 → blazing hat;elemental top
1208,elemental top,7,裁縫師(tailor),good cutting table ii,1400,fabric:6;raw leather:2;dyes:3;,短,帽子(hats),feathered hat x 60 → elemental top,elemental top x 48 → blazing hat
1209,feathered hat,6,裁縫師(tailor),good cutting table i,1100,fabric:5;dyes:3;,中,帽子(hats),cleric's hat x 60 → feathered hat,feathered hat x 60 → elemental top
1210,frozen feather,9,附魔師(enchanter),spacious table v,85000,feathered hat:1;eternal ice:2;dyes:8;glass:3;,中,布甲(clothes),blazing hat x52 → frozen feather;frozen feather,0
1211,master's hat,17,店長(shopkeeper),luxurious table v,110000,apprentice's hat:5;fabric:6;steel rods:4;dyes:4;crystals:3;golden silk:1;,快速,帽子(hats),成就：customer service 5(服務25;000個客人);master's hat,monk hat x 48 → cleric's hat;monk hat
1212,monk hat,3,裁縫師(tailor),cutting table iii,395,fabric:4;raw leather:2;,快速,帽子(hats),apprentice's hat x 32 → monk hat,monk hat x 48 → cleric's hat
1213,noble tiara,5,裁縫師(tailor),cutting table iv,9600,circlet:1;phoenix feather:1;,短,帽子(hats),cleric's hat x 32 → noble tiara;noble tiara,0
1214,siren hat,12,裁縫師(tailor),fine cutting table i,10000,fabric:8;steel rods:4;dyes:9;crystals:4;,中,帽子(hats),blazing hat x76 → siren hat,siren hat x80 → streamlined conscience
1215,streamlined conscience,15,裁縫師(tailor),fine cutting table iii,13000,*cleric's hat:1;fabric:10;crystals:4;dyes:8;glass:6;,短,帽子(hats),siren hat x80 → streamlined conscience,streamlined conscience x96 → angelic tiara
1216,combat boots,13,皮甲師(leather-worker),fine cutting table ii,9700,*soft boots:1;crystals:4;dyes:6;fabric:6;,短,靴子(boots),insulated fur boots x84 → combat boots,combat boots x40 → sasquatch wear;combat boots x96 → traveling boots
1217,courier's boots,9,皮甲師(leather-worker),good cutting table iv,15000,riding boots:1;elfwood sticks:1;phoenix feather:1;,短,靴子(boots),loose boots x 40 → courier's boots;courier's boots,0
1218,explorer boots,19,皮甲師(leather-worker),fine cutting table v,390000,*traveling boots:3;*riding boots:5;rising sun:1;mithril lumps:8;crystals:5;dyes:6;,長,靴子(boots),*traveling boots x128 → explorer boots;explorer boots,0
1219,floating boots,5,皮甲師(leather-worker),cutting table v,4700,fabric:5;elfwood sticks:1;faery's tear:1;,長,靴子(boots),floating boots,fur boots x 12 → soft gloves;fur boots x 12 → fur armor;fur boots x 36 → riding boots
1220,fur boots,1,皮甲師(leather-worker),cutting table i,40,raw leather:2;,快速,靴子(boots),0,fur boots x 12 → soft gloves;fur boots x 12 → fur armor;fur boots x 36 → riding boots
1221,insulated fur boots,10,皮甲師(leather-worker),fine cutting table ii,2000,fur boots:2;crystals:1;dyes:4;,短,靴子(boots),loose boots x 84 → insulated fur boots,insulated fur boots x 84 → combat boots
1222,loose boots,6,皮甲師(leather-worker),good cutting table i,480,raw leather:5;dyes:2;,快速,靴子(boots),riding boots x 60 → loose boots,loose boots x 40 → courier's boots;loose boots x 84 → insulated fur boots
1223,riding boots,3,皮甲師(leather-worker),cutting table iii,315,fabric:3;wood:2;,快速,靴子(boots),fur boots x 36 → riding boots,riding boots x 60 → loose boots
1224,sasquatch wear,13,附魔師(enchanter),luxurious table iii,90000,*fur boots:3;crystals:1;dyes:5;eternal ice:2;,長,靴子(boots),combat boots x40 → sasquatch wear;sasquatch wear,0
1225,soft boots,7,店長(shopkeeper),spacious table ii,1500,raw leather:10;dyes:4;,中,靴子(boots),成就：tanner 2(獲得15個皮甲師配方),0
1226,traveling boots,16,皮甲師(leather-worker),fine cutting table iv,15000,fabric:6;ironwood:5;mithril lumps:3;crystals:4;dyes:4;,長,靴子(boots),combat boots x96 → *traveling boots,*traveling boots x128 → explorer boots
1227,abyssal tranquility,20,樂器工匠(luthier),quality sawbench v,520000,divine leaf:1;abyss shell:2;elfwood sticks:4;ironwood:6;raw leather:10;mithril lumps:3;,中,樂器(musical instruments),horn of ages *160 → abyssal tranquility;abyssal tranquility,0
1228,bagpipes,11,樂器工匠(luthier),sturdy sawbench v,7400,elfwood sticks:6;*drums:1;dyes:4;ironwood:3;raw leather:8;,短,樂器(musical instruments),flute of wonder x88 → bagpipes,bagpipes x80 → bard's lute
1229,bard's lute,12,樂器工匠(luthier),quality sawbench i,10000,ironwood:6;elfwood sticks:8;raw leather:8;fabric:8;,短,樂器(musical instruments),bagpipes x80 → bard's lute,bard's lute x88 → celestial pipes
1230,bugle,8,樂器工匠(luthier),sturdy sawbench ii,3400,iron ore:8;*flute:1;raw leather:5;glass:6;,長,樂器(musical instruments),*twin flute x72 → *bugle,*bugle x72 → celestial flute
1231,celestial flute,8,樂器工匠(luthier),sturdy sawbench ii,4000,iron ore:4;*celestial harp:1;raw leather:3;glass:3;,長,樂器(musical instruments),*bugle x72 → celestial flute,celestial flute x80 → double flute
1232,celestial harp,5,店長(shopkeeper),spacious table i,2100,elfwood sticks:5;raw leather:5;glass:2;,短,樂器(musical instruments),成就：musical 2(獲得8個樂器工匠配方),celestial pipes x100 → silence of the deep;celestial pipes
1233,celestial pipes,13,樂器工匠(luthier),quality sawbench ii,14000,mithril lumps:5;fabric:5;glass:5;*celestial harp:1;wood:8;,快速,樂器(musical instruments),bard's lute x88 → celestial pipes,celestial pipes x100 → silence of the deep
1234,charmer's flute,3,樂器工匠(luthier),sawbench ii,6200,flute:3;elfwood sticks:1;faery's tear:1;,中,樂器(musical instruments),harp x20 → *charmer's flute;*charmer's flute,0
1235,double flute,9,樂器工匠(luthier),sturdy sawbench iii,4600,*elven flute:1;wood:3;elfwood sticks:5;glass:3;,短,樂器(musical instruments),celestial flute x80 → double flute,double flute x80 → flute of wonder
1236,dragon pipes,10,店長(shopkeeper),spacious table v,78000,elfwood sticks:2;ironwood:2;roaring powder:1;,短,樂器(musical instruments),成就：musical 3(獲得15個樂器工匠配方);dragon pipes,*drums x64 → performer's lute
1237,drums,5,樂器工匠(luthier),sawbench iv,950,elfwood sticks:3;raw leather:3;dyes:1;,短,樂器(musical instruments),*lute x60 → *drums,*drums x64 → performer's lute
1238,elven flute,3,樂器工匠(luthier),sawbench iii,520,elfwood sticks:2;glass:1;,快速,樂器(musical instruments),harp x32 → *elven flute,*elven flute x48 → *lute
1239,everlasting flute,10,店長(shopkeeper),luxurious table i,7900,ironwood:4;mithril lumps:3;glass:6;elfwood sticks:5;,中,樂器(musical instruments),grand bow x 80 → everlasting flute,everlasting flute x 92 → bishop's staff
1240,flute,1,樂器工匠(luthier),sawbench i,170,wood:4;,快速,樂器(musical instruments),double flute x80 → flute of wonder,*flute x12 → harp
1241,flute of wonder,10,樂器工匠(luthier),sturdy sawbench iv,5900,elfwood sticks:5;ironwood:5;wood:6;raw leather:6;,中,樂器(musical instruments),double flute x80 → flute of wonder,flute of wonder x60 → war drums;flute of wonder x88 → bagpipes
1242,harmonious flute,6,樂器工匠(luthier),sturdy sawbench i,27000,elfwood sticks:6;eternal ice:1;,中,樂器(musical instruments),performer's lute x48 → harmonious flute;harmonious flute,harp x20 → *charmer's flute;harp x32 → *elven flute;harp
1243,harmonious harp,4,樂器工匠(luthier),sawbench iii,16000,elfwood sticks:2;raw leather:2;glass:1;phoenix feather:1;,短,樂器(musical instruments),*lute x40 → harmonious harp;harmonious harp,harp x20 → *charmer's flute;harp x32 → *elven flute;harp
1244,harp,2,樂器工匠(luthier),sawbench ii,380,elfwood sticks:2;raw leather:1;,短,樂器(musical instruments),*flute x12 → harp,harp x20 → *charmer's flute;harp x32 → *elven flute
1245,horn of ages,18,樂器工匠(luthier),quality sawbench v,54000,*performer's lute:2;mithril lumps:6;gems:5;crystals:5;ironwood:8;elfwood sticks:10;,超長,樂器(musical instruments),ripieno x120 → horn of ages,horn of ages x108 → eternal flute;horn of ages x160 → abyssal tranquility
1246,lute,4,樂器工匠(luthier),sawbench iii,740,wood:5;elfwood sticks:2;raw leather:3;,短,樂器(musical instruments),*elven flute x48 → *lute,*lute x40 → harmonious harp;*lute x60 → *drums
1247,performer's lute,6,樂器工匠(luthier),sawbench v,1300,*lute:1;elfwood sticks:2;,中,樂器(musical instruments),*drums x64 → performer's lute,performer's lute x48 → harmonious flute;performer's lute x80 → *twin flute
1248,phoenix flute,17,樂器工匠(luthier),quality sawbench v,94000,phoenix feather:1;twin flute:3;crystals:8;elfwood sticks:8;ironwood:8;,中,樂器(musical instruments),成就：employer 3(同時雇用4個工匠);phoenix flute,0
1249,ripieno,16,樂器工匠(luthier),quality sawbench iv,26000,*bugle:2;ironwood:7;mithril lumps:1;crystals:1;glass:8;,短,樂器(musical instruments),silence of the deep x100 → ripieno,ripieno x120 → horn of ages
1250,silence of the deep,15,樂器工匠(luthier),quality sawbench iii,19000,elfwood sticks:8;ironwood:6;mithril lumps:5;wood:10;raw leather:8;,長,樂器(musical instruments),celestial pipes x100 → silence of the deep,silence of the deep x100 → ripieno
1251,twin flute,7,樂器工匠(luthier),sturdy sawbench ii,2800,*flute:1;elfwood sticks:5;glass:4;,快速,樂器(musical instruments),performer's lute x80 → *twin flute,*twin flute x72 → *bugle
1252,war drums,10,附魔師(enchanter),spacious table v,140000,*drums:1;golden silk:1;,快速,樂器(musical instruments),flute of wonder x60 → war drums;war drums,0
1253,artisan's gloves,16,皮甲師(leather-worker),fine cutting table iv,49000,smith's gloves:2;raw leather:10;gems:8;crystals:8;dyes:10;fabric:8;,長,手套(gloves),dual wielder's gloves x96 → artisan's gloves,artisan's gloves x128 → soft griffon gloves
1254,dual wielder's gloves,14,皮甲師(leather-worker),fine cutting table ii,15000,*leather gloves:2;fabric:6;mithril lumps:3;gems:3;crystals:3;dyes:8;,長,手套(gloves),*noble's gloves x96 → dual wielder's gloves,dual wielder's gloves x96 → artisan's gloves
1255,heat gloves,5,皮甲師(leather-worker),cutting table iv,5800,raw leather:4;fabric:3;dyes:3;volcanic rock:1;,中,手套(gloves),leather gloves x 36 → heat gloves;heat gloves,0
1256,leather gloves,2,皮甲師(leather-worker),cutting table ii,190,raw leather:6;,快速,手套(gloves),soft gloves x 32 → leather gloves,leather gloves x 36 → heat gloves;leather gloves x 60 → long gloves
1257,long gloves,4,皮甲師(leather-worker),cutting table iii,650,raw leather:6;fabric:2;dyes:2;,短,手套(gloves),leather gloves x 60 → long gloves,long gloves x 68 → noble's gloves
1258,noble's gloves,8,皮甲師(leather-worker),good cutting table ii,1700,fabric:4;gems:1;dyes:3;,中,手套(gloves),long gloves x 68 → noble's gloves,noble's gloves x 60 → resistance gloves;noble's gloves x 96 → dual wielder's gloves
1259,resistance gloves,10,皮甲師(leather-worker),good cutting table iv,130000,long gloves:1;moon stone:2;,長,手套(gloves),noble's gloves x 60 → resistance gloves;resistance gloves,0
1260,smith's gloves,6,店長(shopkeeper),spacious table i,1100,raw leather:4;fabric:4;dyes:4;,長,手套(gloves),成就：customer service 2(服務500個客人),soft gloves x 16 → leather helmet;soft gloves x 32 → leather gloves
1261,soft gloves,1,皮甲師(leather-worker),cutting table i,70,raw leather:3;,快速,手套(gloves),fur boots x 12 → soft gloves,soft gloves x 16 → leather helmet;soft gloves x 32 → leather gloves
1262,soft griffon gloves,19,皮甲師(leather-worker),fine cutting table v,350000,noble's gloves:5;soft gloves:5;golden silk:2;mithril lumps:5;gems:5;dyes:8;,中,手套(gloves),artisan's gloves x128 → soft griffon gloves;soft griffon gloves,0
1263,fine gauntlets,3,鎧甲師(armorer),iron anvil iii,385,iron ore:4;raw leather:4;fabric:2;,快速,護手(gauntlets),iron gauntlets x 32 → fine gauntlets,fine gauntlets x 48 → shell gauntlets;fine gauntlets x 64 → war gauntlets
1264,grand gauntlets,10,鎧甲師(armorer),steel anvil iv,5800,steel rods:3;glass:5;oil:5;,中,護手(gauntlets),spectacular gauntlets x64 → grand gauntlets,grand gauntlets x80 → man handlers
1265,ice gauntlets,19,鎧甲師(armorer),mithril anvil v,290000,spectacular gauntlets:8;eternal ice:4;mithril lumps:6;steel rods:7;gems:4;,超長,護手(gauntlets),stalagmite gloves x128 → ice gauntlets;ice gauntlets,iron gauntlets x 12 → metal cap;iron gauntlets x 12 → copper shield;iron gauntlets x 20 → iron boots;iron gauntlets x 32 → fine gauntlets
1266,iron gauntlets,1,鎧甲師(armorer),iron anvil i,120,iron ore:4;raw leather:1;,快速,護手(gauntlets),scale mail x 12 → iron gauntlets,iron gauntlets x 12 → metal cap;iron gauntlets x 12 → copper shield;iron gauntlets x 20 → iron boots;iron gauntlets x 32 → fine gauntlets
1267,knight's gauntlets,17,店長(shopkeeper),luxurious table v,31000,*war gauntlets:3;oil:6;steel rods:5;mithril lumps:8;iron ore:8;,長,護手(gauntlets),成就：armor 3(獲得30個鎧甲師配方);knight's gauntlets,0
1268,man handlers,14,鎧甲師(armorer),mithril anvil ii,9200,*war gauntlets:1;oil:5;steel rods:5;raw leather:7;iron ore:7;,長,護手(gauntlets),grand gauntlets x80 → man handlers,man handlers x80 → paladin's gauntlets;
